Oxygen,Radius,Myoglobin,Metabolism
0.018,25,0.12,0.215050273
0.019,25,0.12,0.223289525
0.011,25,0.13,0.151941549
0.012,25,0.13,0.161920841
0.013,25,0.13,0.171660677
0.014,25,0.13,0.181170465
0.015,25,0.13,0.190455494
0.016,25,0.13,0.199518094
0.017,25,0.13,0.208358491
0.018,25,0.13,0.216975468
0.019,25,0.13,0.225366893
0.011,25,0.14,0.152861347
0.012,25,0.14,0.162946263
0.013,25,0.14,0.172796522
0.014,25,0.14,0.182421715
0.015,25,0.14,0.191827268
0.016,25,0.14,0.20101558
0.017,25,0.14,0.20998687
0.018,25,0.14,0.218739828
0.019,25,0.14,0.22727213
0.011,25,0.15,0.1537064
0.012,25,0.15,0.163888419
0.013,25,0.15,0.173840254
0.014,25,0.15,0.183571698
0.015,25,0.15,0.193088329
0.016,25,0.15,0.202392653
0.017,25,0.15,0.21148493
0.018,25,0.15,0.220363814
0.019,25,0.15,0.229026859
0.011,25,0.16,0.154486203
0.012,25,0.16,0.164757848
0.013,25,0.16,0.174803485
0.014,25,0.16,0.184633108
0.015,25,0.16,0.19425247
0.016,25,0.16,0.203664203
0.017,25,0.16,0.212868644
0.018,25,0.16,0.221864456
0.019,25,0.16,0.23064913
0.011,25,0.17,0.155208639
0.012,25,0.17,0.165563311
0.013,25,0.17,0.175695873
0.014,25,0.17,0.185616525
0.015,25,0.17,0.195331201
0.016,25,0.17,0.204842679
0.017,25,0.17,0.214151394
0.018,25,0.17,0.223256058
0.019,25,0.17,0.232154142
0.011,25,0.18,0.155880314
0.012,25,0.18,0.166312156
0.013,25,0.18,0.17652553
0.014,25,0.18,0.186530843
0.015,25,0.18,0.196334214
0.016,25,0.18,0.205938578
0.017,25,0.18,0.21534449
0.018,25,0.18,0.224550733
0.019,25,0.18,0.233554796
0.011,25,0.19,0.156506815
0.012,25,0.19,0.1670106
0.013,25,0.19,0.177299325
0.014,25,0.19,0.187383602
0.015,25,0.19,0.197269735
0.016,25,0.19,0.206960825
0.017,25,0.19,0.216457558
0.018,25,0.19,0.22575881
0.019,25,0.19,0.234862116
0.011,25,0.2,0.157092901
0.012,25,0.2,0.167663943
0.013,25,0.2,0.17802312
0.014,25,0.2,0.188181242
0.015,25,0.2,0.1981448
0.016,25,0.2,0.207917061
0.017,25,0.2,0.217498854
0.018,25,0.2,0.226889163
0.019,25,0.2,0.236085588
0.011,30,0,0.096842977
0.012,30,0,0.102194087
0.013,30,0,0.107339063
0.014,30,0,0.112297509
0.015,30,0,0.117086076
0.016,30,0,0.121719169
0.017,30,0,0.126209408
0.018,30,0,0.130567949
0.019,30,0,0.1348047
0.011,30,0.01,0.103486058
0.012,30,0.01,0.109375784
0.013,30,0.01,0.115030854
0.014,30,0.01,0.120467722
0.015,30,0.01,0.125700578
0.016,30,0.01,0.130742112
0.017,30,0.01,0.13560398
0.018,30,0.01,0.140297083
0.019,30,0.01,0.144831719
0.011,30,0.02,0.108159801
0.012,30,0.02,0.114484298
0.013,30,0.02,0.120565554
0.014,30,0.02,0.126417072
0.015,30,0.02,0.132050222
0.016,30,0.02,0.137475113
0.017,30,0.02,0.142701149
0.018,30,0.02,0.147737375
0.019,30,0.02,0.152592671
0.011,30,0.03,0.111705534
0.012,30,0.03,0.118384964
0.013,30,0.03,0.12482105
0.014,30,0.03,0.131025149
0.015,30,0.03,0.137006367
0.016,30,0.03,0.142772515
0.017,30,0.03,0.148330754
0.018,30,0.03,0.153688026
0.019,30,0.03,0.158851314
0.011,30,0.04,0.114525226
0.012,30,0.04,0.121499711
0.013,30,0.04,0.128234544
0.014,30,0.04,0.134739637
0.015,30,0.04,0.141022453
0.016,30,0.04,0.147089014
0.017,30,0.04,0.152944599
0.018,30,0.04,0.158594247
0.019,30,0.04,0.164043085
0.011,30,0.05,0.116841881
0.012,30,0.05,0.124065837
0.013,30,0.05,0.131055486
0.014,30,0.05,0.137819814
0.015,30,0.05,0.144365156
0.016,30,0.05,0.150696214
0.017,30,0.05,0.156816804
0.018,30,0.05,0.162730388
0.019,30,0.05,0.168440463
0.011,30,0.06,0.118791654
0.012,30,0.06,0.126229663
0.013,30,0.06,0.133439325
0.014,30,0.06,0.140429068
0.015,30,0.06,0.14720448
0.016,30,0.06,0.153769334
0.017,30,0.06,0.160126347
0.018,30,0.06,0.16627774
0.019,30,0.06,0.17222566
0.011,30,0.07,0.120463457
0.012,30,0.07,0.128087457
0.013,30,0.07,0.135489168
0.014,30,0.07,0.142676713
0.015,30,0.07,0.149655213
0.016,30,0.07,0.156427808
0.017,30,0.07,0.162996419
0.018,30,0.07,0.169362317
0.019,30,0.07,0.17552657
0.011,30,0.08,0.121918344
0.012,30,0.08,0.129705708
0.013,30,0.08,0.137276683
0.014,30,0.08,0.144639257
0.015,30,0.08,0.151798285
0.016,30,0.08,0.158756497
0.017,30,0.08,0.165515253
0.018,30,0.08,0.172075123
0.019,30,0.08,0.178436331
0.011,30,0.09,0.123199913
0.012,30,0.09,0.131132111
0.013,30,0.09,0.138853539
0.014,30,0.09,0.146372167
0.015,30,0.09,0.153692723
0.016,30,0.09,0.160817692
0.017,30,0.09,0.16774806
0.018,30,0.09,0.174483886
0.019,30,0.09,0.181024752
0.011,30,0.1,0.124340286
0.012,30,0.1,0.132401939
0.013,30,0.1,0.140258106
0.014,30,0.1,0.147916819
0.015,30,0.1,0.155382779
0.016,30,0.1,0.162658347
0.017,30,0.1,0.16974427
0.018,30,0.1,0.176640255
0.019,30,0.1,0.183345406
0.011,30,0.11,0.125363753
0.012,30,0.11,0.133541942
0.013,30,0.11,0.141519581
0.014,30,0.11,0.149304816
0.015,30,0.11,0.156902393
0.016,30,0.11,0.164314632
0.017,30,0.11,0.171542152
0.018,30,0.11,0.178584422
0.019,30,0.11,0.185440207
0.011,30,0.12,0.126289082
0.012,30,0.12,0.134572838
0.013,30,0.12,0.142660641
0.014,30,0.12,0.150560783
0.015,30,0.12,0.1582781
0.016,30,0.12,0.165814939
0.017,30,0.12,0.173171866
0.018,30,0.12,0.180348208
0.019,30,0.12,0.187342494
0.011,30,0.13,0.127131045
0.012,30,0.13,0.135510969
0.013,30,0.13,0.143699212
0.014,30,0.13,0.151704232
0.015,30,0.13,0.159530992
0.016,30,0.13,0.167181907
0.017,30,0.13,0.174657549
0.018,30,0.13,0.181957176
0.019,30,0.13,0.189079164
0.011,30,0.14,0.127901458
0.012,30,0.14,0.136369426
0.013,30,0.14,0.144649681
0.014,30,0.14,0.152750863
0.015,30,0.14,0.160678077
0.016,30,0.14,0.168433843
0.017,30,0.14,0.176018779
0.018,30,0.14,0.183432131
0.019,30,0.14,0.190672185
0.011,30,0.15,0.128609901
0.012,30,0.15,0.137158838
0.013,30,0.15,0.145523751
0.014,30,0.15,0.153713465
0.015,30,0.15,0.161733244
0.016,30,0.15,0.169585731
0.017,30,0.15,0.177271625
0.018,30,0.15,0.184790197
0.019,30,0.15,0.192139701
0.011,30,0.16,0.12926424
0.012,30,0.16,0.137887942
0.013,30,0.16,0.146331052
0.014,30,0.16,0.154602582
0.015,30,0.16,0.162707961
0.016,30,0.16,0.170649971
0.017,30,0.16,0.178429411
0.018,30,0.16,0.186045614
0.019,30,0.16,0.193496837
0.011,30,0.17,0.129871
0.012,30,0.17,0.138563995
0.013,30,0.17,0.147079594
0.014,30,0.17,0.155426993
0.015,30,0.17,0.163611793
0.016,30,0.17,0.17163692
0.017,30,0.17,0.179503295
0.018,30,0.17,0.18721033
0.019,30,0.17,0.194756318
0.011,30,0.18,0.130435652
0.012,30,0.18,0.139193084
0.013,30,0.18,0.1477761
0.014,30,0.18,0.156194078
0.015,30,0.18,0.164452788
0.016,30,0.18,0.172555312
0.017,30,0.18,0.180502696
0.018,30,0.18,0.188294451
0.019,30,0.18,0.195928933
0.011,30,0.19,0.130962821
0.012,30,0.19,0.139780357
0.013,30,0.19,0.148426261
0.014,30,0.19,0.156910088
0.015,30,0.19,0.165237777
0.016,30,0.19,0.173412562
0.017,30,0.19,0.181435627
0.018,30,0.19,0.189306592
0.019,30,0.19,0.197023893
0.011,30,0.2,0.131456444
0.012,30,0.2,0.140330203
0.013,30,0.2,0.149034935
0.014,30,0.2,0.157580364
0.015,30,0.2,0.165972595
0.016,30,0.2,0.174215017
0.017,30,0.2,0.182308954
0.018,30,0.2,0.190254145
0.019,30,0.2,0.198049117
0.011,35,0,0.08332021
0.012,35,0,0.087933493
0.013,35,0,0.092370841
0.014,35,0,0.096648955
0.015,35,0,0.100782009
0.016,35,0,0.104782259
0.017,35,0,0.108660449
0.018,35,0,0.112426081
0.019,35,0,0.116087607
0.011,35,0.01,0.089010203
0.012,35,0.01,0.094090209
0.013,35,0.01,0.098970943
0.014,35,0.01,0.103666329
0.015,35,0.01,0.108188318
0.016,35,0.01,0.11254756
0.017,35,0.01,0.116753813
0.018,35,0.01,0.120816197
0.019,35,0.01,0.124743332
0.011,35,0.02,0.093010261
0.012,35,0.02,0.098465408
0.013,35,0.02,0.103714787
0.014,35,0.02,0.108769825
0.015,35,0.02,0.113640058
0.016,35,0.02,0.118333892
0.017,35,0.02,0.122859096
0.018,35,0.02,0.127223115
0.019,35,0.02,0.131433249
0.011,35,0.03,0.096043639
0.012,35,0.03,0.101804204
0.013,35,0.03,0.107359538
0.014,35,0.03,0.1127193
0.015,35,0.03,0.11789114
0.016,35,0.03,0.122881526
0.017,35,0.03,0.127696315
0.018,35,0.03,0.132341127
0.019,35,0.03,0.136821594
0.011,35,0.04,0.098455461
0.012,35,0.04,0.104469431
0.013,35,0.04,0.110281771
0.014,35,0.04,0.115900984
0.015,35,0.04,0.121333386
0.016,35,0.04,0.126583974
0.017,35,0.04,0.131657037
0.018,35,0.04,0.136556591
0.019,35,0.04,0.141286676
0.011,35,0.05,0.100436993
0.012,35,0.05,0.106664916
0.013,35,0.05,0.11269609
0.014,35,0.05,0.118538301
0.015,35,0.05,0.124196974
0.016,35,0.05,0.129676051
0.017,35,0.05,0.134978627
0.018,35,0.05,0.140107419
0.019,35,0.05,0.145065106
0.011,35,0.06,0.102104907
0.012,35,0.06,0.108516216
0.013,35,0.06,0.114736086
0.014,35,0.06,0.120771891
0.015,35,0.06,0.126628486
0.016,35,0.06,0.132309089
0.017,35,0.06,0.137815925
0.018,35,0.06,0.143150712
0.019,35,0.06,0.148315021
0.011,35,0.07,0.103535335
0.012,35,0.07,0.110105866
0.013,35,0.07,0.116490281
0.014,35,0.07,0.122695747
0.015,35,0.07,0.128726782
0.016,35,0.07,0.134586128
0.017,35,0.07,0.140275399
0.018,35,0.07,0.145795566
0.019,35,0.07,0.151147338
0.011,35,0.08,0.104780519
0.012,35,0.08,0.111490824
0.013,35,0.08,0.118020148
0.014,35,0.08,0.124375589
0.015,35,0.08,0.130561491
0.016,35,0.08,0.136580304
0.017,35,0.08,0.142433227
0.018,35,0.08,0.148120693
0.019,35,0.08,0.153642757
0.011,35,0.09,0.10587774
0.012,35,0.09,0.112711918
0.013,35,0.09,0.119369972
0.014,35,0.09,0.125859023
0.015,35,0.09,0.13218335
0.016,35,0.09,0.138345247
0.017,35,0.09,0.144345649
0.018,35,0.09,0.150184614
0.019,35,0.09,0.155861712
0.011,35,0.1,0.106854454
0.012,35,0.1,0.113799324
0.013,35,0.1,0.120572614
0.014,35,0.1,0.127181527
0.015,35,0.1,0.133630359
0.016,35,0.1,0.139921339
0.017,35,0.1,0.146055251
0.018,35,0.1,0.152031908
0.019,35,0.1,0.15785053
0.011,35,0.11,0.107731413
0.012,35,0.11,0.114775914
0.013,35,0.11,0.121653063
0.014,35,0.11,0.128370182
0.015,35,0.11,0.134931637
0.016,35,0.11,0.141339662
0.017,35,0.11,0.147594972
0.018,35,0.11,0.153697231
0.019,35,0.11,0.159645421
0.011,35,0.12,0.108524644
0.012,35,0.12,0.115659396
0.013,35,0.12,0.122630716
0.014,35,0.12,0.129446073
0.015,35,0.12,0.136109935
0.016,35,0.12,0.14262459
0.017,35,0.12,0.148990746
0.018,35,0.12,0.155207991
0.019,35,0.12,0.161275155
0.011,35,0.13,0.109246759
0.012,35,0.13,0.116463727
0.013,35,0.13,0.123520898
0.014,35,0.13,0.130425897
0.015,35,0.13,0.13718332
0.016,35,0.13,0.143795542
0.017,35,0.13,0.150263308
0.018,35,0.13,0.156586186
0.019,35,0.13,0.16276292
0.011,35,0.14,0.10990784
0.012,35,0.14,0.117200087
0.013,35,0.14,0.124335903
0.014,35,0.14,0.13132308
0.015,35,0.14,0.138166355
0.016,35,0.14,0.144868212
0.017,35,0.14,0.151429464
0.018,35,0.14,0.157849703
0.019,35,0.14,0.164127637
0.011,35,0.15,0.110516062
0.012,35,0.15,0.117877549
0.013,35,0.15,0.125085727
0.014,35,0.15,0.132148556
0.015,35,0.15,0.139070923
0.016,35,0.15,0.145855433
0.017,35,0.15,0.152502995
0.018,35,0.15,0.159013251
0.019,35,0.15,0.165384915
0.011,35,0.16,0.111078132
0.012,35,0.16,0.118503567
0.013,35,0.16,0.125778592
0.014,35,0.16,0.132911333
0.015,35,0.16,0.139906829
0.016,35,0.16,0.14676782
0.017,35,0.16,0.153495322
0.018,35,0.16,0.160089052
0.019,35,0.16,0.16654776
0.011,35,0.17,0.111599619
0.012,35,0.17,0.119084334
0.013,35,0.17,0.126421334
0.014,35,0.17,0.133618909
0.015,35,0.17,0.14068225
0.016,35,0.17,0.147614236
0.017,35,0.17,0.154416001
0.018,35,0.17,0.161087352
0.019,35,0.17,0.1676271
0.011,35,0.18,0.112085184
0.012,35,0.18,0.11962504
0.013,35,0.18,0.12701969
0.014,35,0.18,0.134277582
0.015,35,0.18,0.141404061
0.016,35,0.18,0.148402145
0.017,35,0.18,0.155273093
0.018,35,0.18,0.162016814
0.019,35,0.18,0.168632195
0.011,35,0.19,0.11253877
0.012,35,0.19,0.120130076
0.013,35,0.19,0.127578516
0.014,35,0.19,0.134892691
0.015,35,0.19,0.142078095
0.016,35,0.19,0.149137888
0.017,35,0.19,0.156073454
0.018,35,0.19,0.162884815
0.019,35,0.19,0.169570945
0.011,35,0.2,0.112963735
0.012,35,0.2,0.120603184
0.013,35,0.2,0.128101952
0.014,35,0.2,0.135468789
0.015,35,0.2,0.142709333
0.016,35,0.2,0.149826884
0.017,35,0.2,0.156822955
0.018,35,0.2,0.163697682
0.019,35,0.2,0.170450135
0.011,40,0,0.073107847
0.012,40,0,0.077161667
0.013,40,0,0.081062039
0.014,40,0,0.084823513
0.015,40,0,0.088458424
0.016,40,0,0.091977436
0.017,40,0,0.095389899
0.018,40,0,0.098704089
0.019,40,0,0.101927369
0.011,40,0.01,0.078081957
0.012,40,0.01,0.082547234
0.013,40,0.01,0.086839378
0.014,40,0.01,0.090970462
0.015,40,0.01,0.094950809
0.016,40,0.01,0.098789593
0.017,40,0.01,0.102495201
0.018,40,0.01,0.106075469
0.019,40,0.01,0.109537801
0.011,40,0.02,0.08157643
0.012,40,0.02,0.086371352
0.013,40,0.02,0.090988015
0.014,40,0.02,0.095436331
0.015,40,0.02,0.099724517
0.016,40,0.02,0.103859769
0.017,40,0.02,0.1078487
0.018,40,0.02,0.111697631
0.019,40,0.02,0.115412746
0.011,40,0.03,0.084225391
0.012,40,0.03,0.089288127
0.013,40,0.03,0.094173467
0.014,40,0.03,0.098889826
0.015,40,0.03,0.103443811
0.016,40,0.03,0.107840948
0.017,40,0.03,0.112086188
0.018,40,0.03,0.116184245
0.019,40,0.03,0.120139824
0.011,40,0.04,0.086331138
0.012,40,0.04,0.091615746
0.013,40,0.04,0.096726377
0.014,40,0.04,0.10167049
0.015,40,0.04,0.106453574
0.016,40,0.04,0.11107991
0.017,40,0.04,0.115553114
0.018,40,0.04,0.119876517
0.019,40,0.04,0.124053437
0.011,40,0.05,0.088061071
0.012,40,0.05,0.093532799
0.013,40,0.05,0.098835001
0.014,40,0.05,0.103974557
0.015,40,0.05,0.108956226
0.016,40,0.05,0.113783415
0.017,40,0.05,0.118458739
0.018,40,0.05,0.122984432
0.019,40,0.05,0.127362645
0.011,40,0.06,0.08951723
0.012,40,0.06,0.095149211
0.013,40,0.06,0.100616428
0.014,40,0.06,0.105925441
0.015,40,0.06,0.111080558
0.016,40,0.06,0.116084599
0.017,40,0.06,0.120939465
0.018,40,0.06,0.125646556
0.019,40,0.06,0.130207099
0.011,40,0.07,0.09076616
0.012,40,0.07,0.096537192
0.013,40,0.07,0.102148186
0.014,40,0.07,0.107605558
0.015,40,0.07,0.112913359
0.016,40,0.07,0.118074038
0.017,40,0.07,0.123089003
0.018,40,0.07,0.127959049
0.019,40,0.07,0.132684687
0.011,40,0.08,0.091853501
0.012,40,0.08,0.097746542
0.013,40,0.08,0.103484077
0.014,40,0.08,0.109072489
0.015,40,0.08,0.114515708
0.016,40,0.08,0.119815966
0.017,40,0.08,0.124974351
0.018,40,0.08,0.129991229
0.019,40,0.08,0.134866582
0.011,40,0.09,0.09281181
0.012,40,0.09,0.098812943
0.013,40,0.09,0.104662835
0.014,40,0.09,0.11036791
0.015,40,0.09,0.115932073
0.016,40,0.09,0.121357447
0.017,40,0.09,0.126644926
0.018,40,0.09,0.131794591
0.019,40,0.09,0.136806038
0.011,40,0.1,0.093665052
0.012,40,0.1,0.099762753
0.013,40,0.1,0.105713187
0.014,40,0.1,0.111522869
0.015,40,0.1,0.117195738
0.016,40,0.1,0.122733892
0.017,40,0.1,0.128138123
0.018,40,0.1,0.133408331
0.019,40,0.1,0.138543847
0.011,40,0.11,0.094431336
0.012,40,0.11,0.100615941
0.013,40,0.11,0.106656965
0.014,40,0.11,0.112561043
0.015,40,0.11,0.118332193
0.016,40,0.11,0.123972538
0.017,40,0.11,0.129482838
0.018,40,0.11,0.134862893
0.019,40,0.11,0.140111862
0.011,40,0.12,0.095124644
0.012,40,0.12,0.101387962
0.013,40,0.12,0.107511112
0.014,40,0.12,0.113500862
0.015,40,0.12,0.119361338
0.016,40,0.12,0.125094727
0.017,40,0.12,0.130701806
0.018,40,0.12,0.136182336
0.019,40,0.12,0.141535374
0.011,40,0.13,0.095755974
0.012,40,0.13,0.102090998
0.013,40,0.13,0.108289005
0.014,40,0.13,0.114356915
0.015,40,0.13,0.120298972
0.016,40,0.13,0.126117455
0.017,40,0.13,0.131813195
0.018,40,0.13,0.137385957
0.019,40,0.13,0.142834751
0.011,40,0.14,0.096334118
0.012,40,0.14,0.102734796
0.013,40,0.14,0.109001375
0.014,40,0.14,0.115140923
0.015,40,0.14,0.121157818
0.016,40,0.14,0.127054448
0.017,40,0.14,0.132831718
0.018,40,0.14,0.138489434
0.019,40,0.14,0.144026599
0.011,40,0.15,0.096866201
0.012,40,0.15,0.103327272
0.013,40,0.15,0.109656942
0.014,40,0.15,0.115862432
0.015,40,0.15,0.121948258
0.016,40,0.15,0.127916925
0.017,40,0.15,0.133769433
0.018,40,0.15,0.13950565
0.019,40,0.15,0.145124606
0.011,40,0.16,0.097358072
0.012,40,0.16,0.103874923
0.013,40,0.16,0.110262877
0.014,40,0.16,0.116529302
0.015,40,0.16,0.122678853
0.016,40,0.16,0.12871416
0.017,40,0.16,0.134636328
0.018,40,0.16,0.140445306
0.019,40,0.16,0.146140172
0.011,40,0.17,0.09781458
0.012,40,0.17,0.104383147
0.013,40,0.17,0.11082514
0.014,40,0.17,0.117148073
0.015,40,0.17,0.123356738
0.016,40,0.17,0.129453893
0.017,40,0.17,0.135440755
0.018,40,0.17,0.141317365
0.019,40,0.17,0.147082868
0.011,40,0.18,0.09823979
0.012,40,0.18,0.104856469
0.013,40,0.18,0.111348734
0.014,40,0.18,0.117724239
0.015,40,0.18,0.123987913
0.016,40,0.18,0.130142642
0.017,40,0.18,0.136189758
0.018,40,0.18,0.142129402
0.019,40,0.18,0.147960798
0.011,40,0.19,0.098637135
0.012,40,0.19,0.105298713
0.013,40,0.19,0.111837889
0.014,40,0.19,0.118262453
0.015,40,0.19,0.124577465
0.016,40,0.19,0.130785938
0.017,40,0.19,0.136889323
0.018,40,0.19,0.142887865
0.019,40,0.19,0.148780875
0.011,40,0.2,0.099009542
0.012,40,0.2,0.10571314
0.013,40,0.2,0.112296214
0.014,40,0.2,0.118766684
0.015,40,0.2,0.125129738
0.016,40,0.2,0.131388512
0.017,40,0.2,0.137544575
0.018,40,0.2,0.143598279
0.019,40,0.2,0.149549031
0.011,45,0,0.065123642
0.012,45,0,0.068738787
0.013,45,0,0.072217882
0.014,45,0,0.075573813
0.015,45,0,0.078817499
0.016,45,0,0.081958378
0.017,45,0,0.085004726
0.018,45,0,0.087963868
0.019,45,0,0.09084233
0.011,45,0.01,0.069540905
0.012,45,0.01,0.073523786
0.013,45,0.01,0.077353627
0.014,45,0.01,0.081041085
0.015,45,0.01,0.08459525
0.016,45,0.01,0.088024173
0.017,45,0.01,0.091335212
0.018,45,0.01,0.094535227
0.019,45,0.01,0.097630709
0.011,45,0.02,0.072642431
0.012,45,0.02,0.076919177
0.013,45,0.02,0.081038703
0.014,45,0.02,0.08500977
0.015,45,0.02,0.088839598
0.016,45,0.02,0.092534478
0.017,45,0.02,0.096100168
0.018,45,0.02,0.099542151
0.019,45,0.02,0.102865791
0.011,45,0.03,0.074992725
0.012,45,0.03,0.079507816
0.013,45,0.03,0.083866719
0.014,45,0.03,0.088076897
0.015,45,0.03,0.09214417
0.016,45,0.03,0.096073364
0.017,45,0.03,0.099868766
0.018,45,0.03,0.103534435
0.019,45,0.03,0.107074402
0.011,45,0.04,0.076860685
0.012,45,0.04,0.081572998
0.013,45,0.04,0.08613234
0.014,45,0.04,0.090545359
0.015,45,0.04,0.094816917
0.016,45,0.04,0.098950766
0.017,45,0.04,0.102950031
0.018,45,0.04,0.106817558
0.019,45,0.04,0.110556154
0.011,45,0.05,0.078395118
0.012,45,0.05,0.083273615
0.013,45,0.05,0.088003211
0.014,45,0.05,0.092590074
0.015,45,0.05,0.097038452
0.016,45,0.05,0.101351352
0.017,45,0.05,0.105531045
0.018,45,0.05,0.109579425
0.019,45,0.05,0.113498284
0.011,45,0.06,0.079686682
0.012,45,0.06,0.084707406
0.013,45,0.06,0.089583532
0.014,45,0.06,0.094320974
0.015,45,0.06,0.098923607
0.016,45,0.06,0.103393952
0.017,45,0.06,0.107733675
0.018,45,0.06,0.111943962
0.019,45,0.06,0.116025809
0.011,45,0.07,0.080794471
0.012,45,0.07,0.08593854
0.013,45,0.07,0.090942255
0.014,45,0.07,0.095811421
0.015,45,0.07,0.100549712
0.016,45,0.07,0.105159349
0.017,45,0.07,0.10964159
0.018,45,0.07,0.113997114
0.019,45,0.07,0.118226314
0.011,45,0.08,0.081758997
0.012,45,0.08,0.087011253
0.013,45,0.08,0.092127202
0.014,45,0.08,0.097112638
0.015,45,0.08,0.101971152
0.016,45,0.08,0.106704794
0.017,45,0.08,0.111314566
0.018,45,0.08,0.115800797
0.019,45,0.08,0.120163437
0.011,45,0.09,0.08260915
0.012,45,0.09,0.087957224
0.013,45,0.09,0.093172786
0.014,45,0.09,0.098261683
0.015,45,0.09,0.103227498
0.016,45,0.09,0.108072208
0.017,45,0.09,0.112796667
0.018,45,0.09,0.117400974
0.019,45,0.09,0.121884768
0.011,45,0.1,0.083366189
0.012,45,0.1,0.088799846
0.013,45,0.1,0.094104519
0.014,45,0.1,0.099286144
0.015,45,0.1,0.104348353
0.016,45,0.1,0.109293113
0.017,45,0.1,0.11412121
0.018,45,0.1,0.118832607
0.019,45,0.1,0.123426731
0.011,45,0.11,0.084046174
0.012,45,0.11,0.089556838
0.013,45,0.11,0.094941782
0.014,45,0.11,0.100207057
0.015,45,0.11,0.105356373
0.016,45,0.11,0.110391739
0.017,45,0.11,0.115313927
0.018,45,0.11,0.120122833
0.019,45,0.11,0.124817754
0.011,45,0.12,0.084661502
0.012,45,0.12,0.090241909
0.013,45,0.12,0.095699609
0.014,45,0.12,0.101040782
0.015,45,0.12,0.106269241
0.016,45,0.12,0.111387064
0.017,45,0.12,0.116395052
0.018,45,0.12,0.121293086
0.019,45,0.12,0.126080389
0.011,45,0.13,0.085221923
0.012,45,0.13,0.090865859
0.013,45,0.13,0.096389869
0.014,45,0.13,0.101800269
0.015,45,0.13,0.107100988
0.016,45,0.13,0.112294193
0.017,45,0.13,0.117380746
0.018,45,0.13,0.122360543
0.019,45,0.13,0.127232789
0.011,45,0.14,0.085735228
0.012,45,0.14,0.091437332
0.013,45,0.14,0.097022078
0.014,45,0.14,0.102495921
0.015,45,0.14,0.107862911
0.016,45,0.14,0.11312532
0.017,45,0.14,0.118284086
0.018,45,0.14,0.123339157
0.019,45,0.14,0.128289743
0.011,45,0.15,0.086207734
0.012,45,0.15,0.091963342
0.013,45,0.15,0.097603968
0.014,45,0.15,0.103136202
0.015,45,0.15,0.10856422
0.016,45,0.15,0.113890406
0.017,45,0.15,0.119115791
0.018,45,0.15,0.124240386
0.019,45,0.15,0.129263439
0.011,45,0.16,0.08664462
0.012,45,0.16,0.092449651
0.013,45,0.16,0.098141897
0.014,45,0.16,0.103728083
0.015,45,0.16,0.109212513
0.016,45,0.16,0.114597685
0.017,45,0.16,0.119884729
0.018,45,0.16,0.125073739
0.019,45,0.16,0.130164016
0.011,45,0.17,0.087050186
0.012,45,0.17,0.092901039
0.013,45,0.17,0.098641147
0.014,45,0.17,0.104277363
0.015,45,0.17,0.109814118
0.016,45,0.17,0.115254024
0.017,45,0.17,0.120598318
0.018,45,0.17,0.125847182
0.019,45,0.17,0.130999986
0.011,45,0.18,0.08742803
0.012,45,0.18,0.093321515
0.013,45,0.18,0.09910615
0.014,45,0.18,0.104788912
0.015,45,0.18,0.110374354
0.016,45,0.18,0.115865205
0.017,45,0.18,0.121262809
0.018,45,0.18,0.126567441
0.019,45,0.18,0.131778552
0.011,45,0.19,0.087781194
0.012,45,0.19,0.093714469
0.013,45,0.19,0.099540656
0.014,45,0.19,0.105266853
0.015,45,0.19,0.110897731
0.016,45,0.19,0.116436134
0.017,45,0.19,0.121883513
0.018,45,0.19,0.127240242
0.019,45,0.19,0.132505854
0.011,45,0.2,0.08811227
0.012,45,0.2,0.094082788
0.013,45,0.2,0.099947861
0.014,45,0.2,0.105714704
0.015,45,0.2,0.111388099
0.016,45,0.2,0.116971004
0.017,45,0.2,0.122464975
0.018,45,0.2,0.127870487
0.019,45,0.2,0.133187162
0.011,50,0,0.058710535
0.012,50,0,0.061972535
0.013,50,0,0.065112342
0.014,50,0,0.068141521
0.015,50,0,0.071069866
0.016,50,0,0.073905841
0.017,50,0,0.076656867
0.018,50,0,0.079329517
0.019,50,0,0.081929646
0.011,50,0.01,0.062682525
0.012,50,0.01,0.066276853
0.013,50,0.01,0.069734064
0.014,50,0.01,0.073063699
0.015,50,0.01,0.076273874
0.016,50,0.01,0.079371769
0.017,50,0.01,0.082363929
0.018,50,0.01,0.08525646
0.019,50,0.01,0.088055133
0.011,50,0.02,0.065470085
0.012,50,0.02,0.069329434
0.013,50,0.02,0.073048174
0.014,50,0.02,0.076634153
0.015,50,0.02,0.080093815
0.016,50,0.02,0.083432748
0.017,50,0.02,0.086656047
0.018,50,0.02,0.089768556
0.019,50,0.02,0.092775005
0.011,50,0.03,0.067581838
0.012,50,0.03,0.071655848
0.013,50,0.03,0.07559036
0.014,50,0.03,0.079392084
0.015,50,0.03,0.083066222
0.016,50,0.03,0.086617061
0.017,50,0.03,0.090048382
0.018,50,0.03,0.093363746
0.019,50,0.03,0.096566674
0.011,50,0.04,0.06925991
0.012,50,0.04,0.07351137
0.013,50,0.04,0.07762635
0.014,50,0.04,0.081610851
0.015,50,0.04,0.08546924
0.016,50,0.04,0.08920486
0.017,50,0.04,0.092820466
0.018,50,0.04,0.09631854
0.019,50,0.04,0.09970151
0.011,50,0.05,0.070638221
0.012,50,0.05,0.075039096
0.013,50,0.05,0.079307232
0.014,50,0.05,0.08344822
