Oxygen,Radius,Myoglobin,Metabolism,Advantage
0.11,5,0.04,0.961845568,9.39553E-05
0.12,5,0.04,0.965189775,6.0397E-05
0.13,5,0.04,0.967932557,4.05241E-05
0.14,5,0.04,0.970222438,2.81717E-05
0.15,5,0.04,0.972162953,2.01781E-05
0.16,5,0.04,0.973828389,1.48242E-05
0.17,5,0.04,0.975273397,1.11314E-05
0.18,5,0.04,0.97653906,8.51791E-06
0.19,5,0.04,0.977656852,6.62814E-06
0.2,5,0.04,0.978651286,5.23376E-06
0.21,5,0.04,0.97954174,4.18769E-06
0.22,5,0.04,0.980343734,3.39066E-06
0.23,5,0.04,0.981069841,2.77351E-06
0.24,5,0.04,0.98173036,2.29086E-06
0.25,5,0.04,0.982333804,1.90771E-06
0.001,10,0.04,0.054768805,0.089406458
0.002,10,0.04,0.096464667,0.103657371
0.003,10,0.04,0.131285037,0.116347216
0.004,10,0.04,0.16192675,0.127762269
0.005,10,0.04,0.189740144,0.138088264
0.006,10,0.04,0.215467342,0.147440408
0.007,10,0.04,0.239543634,0.15588453
0.008,10,0.04,0.26223694,0.163453267
0.009,10,0.04,0.283718822,0.170158762
0.01,10,0.04,0.30410353,0.176003102
0.02,10,0.04,0.459682537,0.190943725
0.03,10,0.04,0.555114858,0.161540357
0.04,10,0.04,0.620801555,0.127981793
0.05,10,0.04,0.671623988,0.100890577
0.06,10,0.04,0.713702858,0.080407022
0.07,10,0.04,0.749767007,0.064909392
0.08,10,0.04,0.781215346,0.05295798
0.09,10,0.04,0.808878399,0.04352207
0.1,10,0.04,0.833315567,0.035894097
0.11,10,0.04,0.854935326,0.029603196
0.12,10,0.04,0.874050989,0.024322805
0.13,10,0.04,0.890910215,0.019823257
0.14,10,0.04,0.905711833,0.015942918
0.15,10,0.04,0.918617651,0.012563646
0.16,10,0.04,0.92976147,0.0096031
0.17,10,0.04,0.939257591,0.007011383
0.18,10,0.04,0.947212052,0.004780902
0.19,10,0.04,0.953740022,0.002973034
0.2,10,0.04,0.9589892,0.001694596
0.21,10,0.04,0.963153647,0.00093567
0.22,10,0.04,0.966454825,0.000531194
0.23,10,0.04,0.969100318,0.000318361
0.24,10,0.04,0.971256609,0.000201875
0.25,10,0.04,0.973046257,0.000134545
0.001,15,0.04,0.037455727,0.088135239
0.002,15,0.04,0.065931287,0.102431272
0.003,15,0.04,0.089717852,0.115254851
0.004,15,0.04,0.110686486,0.126898306
0.005,15,0.04,0.129777145,0.137559793
0.006,15,0.04,0.147508804,0.14737001
0.007,15,0.04,0.164187502,0.156410576
0.008,15,0.04,0.180002415,0.164727542
0.009,15,0.04,0.195074637,0.172341998
0.01,15,0.04,0.209483892,0.179258762
0.02,15,0.04,0.32435097,0.210140259
0.03,15,0.04,0.399635268,0.191608013
0.04,15,0.04,0.452884138,0.160897331
0.05,15,0.04,0.494848937,0.133359973
0.06,15,0.04,0.530418329,0.111458197
0.07,15,0.04,0.561824418,0.094486892
0.08,15,0.04,0.590191159,0.081249789
0.09,15,0.04,0.616150166,0.070756236
0.1,15,0.04,0.640099266,0.062291078
0.11,15,0.04,0.662318777,0.055333852
0.12,15,0.04,0.683022076,0.04951503
0.13,15,0.04,0.702377698,0.044580833
0.14,15,0.04,0.720522479,0.040347771
0.15,15,0.04,0.737570889,0.036674067
0.16,15,0.04,0.753620298,0.033452691
0.17,15,0.04,0.768753632,0.030605806
0.18,15,0.04,0.783041848,0.028073274
0.19,15,0.04,0.796546654,0.025804453
0.2,15,0.04,0.809322445,0.023757771
0.21,15,0.04,0.821417164,0.021901594
0.22,15,0.04,0.832872937,0.02021125
0.23,15,0.04,0.843727074,0.018665031
0.24,15,0.04,0.854013068,0.017243471
0.25,15,0.04,0.863761104,0.015930823
0.001,20,0.04,0.02842331,0.086562908
0.002,20,0.04,0.050003957,0.100708752
0.003,20,0.04,0.068022472,0.113430862
0.004,20,0.04,0.083910473,0.125019308
0.005,20,0.04,0.098388211,0.135674462
0.006,20,0.04,0.111854237,0.145531868
0.007,20,0.04,0.124544272,0.154679389
0.008,20,0.04,0.136604525,0.163169674
0.009,20,0.04,0.148128861,0.171029599
0.01,20,0.04,0.159179125,0.178268147
0.02,20,0.04,0.248959113,0.215685472
0.03,20,0.04,0.309695736,0.20313345
0.04,20,0.04,0.353193316,0.17454489
0.05,20,0.04,0.387638101,0.147182016
0.06,20,0.04,0.416995129,0.124737649
0.07,20,0.04,0.443111608,0.107047787
0.08,20,0.04,0.466918248,0.093138058
0.09,20,0.04,0.488931329,0.082058051
0.1,20,0.04,0.509465787,0.073093473
0.11,20,0.04,0.528734681,0.065726973
0.12,20,0.04,0.546897057,0.059573698
0.13,20,0.04,0.56407887,0.054354492
0.14,20,0.04,0.580382024,0.049874327
0.15,20,0.04,0.595890367,0.045991907
0.16,20,0.04,0.610674868,0.04259604
0.17,20,0.04,0.624797063,0.039597707
0.18,20,0.04,0.638310536,0.036929322
0.19,20,0.04,0.651261619,0.03454098
0.2,20,0.04,0.663690456,0.032393245
0.21,20,0.04,0.675632437,0.030451779
0.22,20,0.04,0.687119359,0.028686573
0.23,20,0.04,0.698179931,0.027073418
0.24,20,0.04,0.708839851,0.025593996
0.25,20,0.04,0.71912198,0.02423378
0.001,25,0.04,0.022892006,0.085335141
0.002,25,0.04,0.040256309,0.099339361
0.003,25,0.04,0.054747727,0.111951136
0.004,25,0.04,0.067525359,0.123457629
0.005,25,0.04,0.079172823,0.134059194
0.006,25,0.04,0.090013471,0.143893233
0.007,25,0.04,0.100238884,0.153050659
0.008,25,0.04,0.109968152,0.161587636
0.009,25,0.04,0.119277909,0.169534544
0.01,25,0.04,0.128218732,0.176903261
0.02,25,0.04,0.201628212,0.217730869
0.03,25,0.04,0.252221464,0.208868782
0.04,25,0.04,0.288730531,0.181789116
0.05,25,0.04,0.317702253,0.15467963
0.06,25,0.04,0.34244573,0.13199244
0.07,25,0.04,0.364525722,0.113899176
0.08,25,0.04,0.384732511,0.099586156
0.09,25,0.04,0.403502777,0.088149735
0.1,25,0.04,0.421099501,0.078874312
0.11,25,0.04,0.437696246,0.07124233
0.12,25,0.04,0.453419641,0.064869528
0.13,25,0.04,0.468369531,0.05946714
0.14,25,0.04,0.482627256,0.054826708
0.15,25,0.04,0.496259639,0.050800939
0.16,25,0.04,0.509322453,0.047279865
0.17,25,0.04,0.521863634,0.044174672
0.18,25,0.04,0.533925335,0.041412979
0.19,25,0.04,0.545544696,0.038938892
0.2,25,0.04,0.556754105,0.03671083
0.21,25,0.04,0.56758171,0.034696374
0.22,25,0.04,0.578052313,0.03286751
0.23,25,0.04,0.588188267,0.031198922
0.24,25,0.04,0.598009984,0.029668816
0.25,25,0.04,0.607536047,0.028259985
0.001,30,0.04,0.019160403,0.084410958
0.002,30,0.04,0.033683756,0.098301787
0.003,30,0.04,0.045799593,0.110821726
0.004,30,0.04,0.056481612,0.122255497
0.005,30,0.04,0.066220333,0.132802846
0.006,30,0.04,0.075287747,0.142602085
0.007,30,0.04,0.083845189,0.151745781
0.008,30,0.04,0.091993094,0.160292243
0.009,30,0.04,0.099796202,0.168274147
0.01,30,0.04,0.107297304,0.175705351
0.02,30,0.04,0.169296536,0.218587562
0.03,30,0.04,0.212550338,0.212207339
0.04,30,0.04,0.243925422,0.186232806
0.05,30,0.04,0.268852922,0.15935857
0.06,30,0.04,0.290163119,0.13655009
0.07,30,0.04,0.309209452,0.118206526
0.08,30,0.04,0.32667706,0.1036285
0.09,30,0.04,0.342943959,0.091954804
0.1,30,0.04,0.358236452,0.08247181
0.11,30,0.04,0.372701784,0.074659056
0.12,30,0.04,0.386445437,0.06813356
0.13,30,0.04,0.399549863,0.06260432
0.14,30,0.04,0.412082513,0.05785516
0.15,30,0.04,0.424099086,0.053731804
0.16,30,0.04,0.435645845,0.050122536
0.17,30,0.04,0.446762091,0.046939916
0.18,30,0.04,0.457482233,0.044111482
0.19,30,0.04,0.46783687,0.041578336
0.2,30,0.04,0.477853078,0.03929529
0.21,30,0.04,0.487554519,0.037228473
0.22,30,0.04,0.496961831,0.035350929
0.23,30,0.04,0.5060933,0.033638943
0.24,30,0.04,0.514965514,0.032070827
0.25,30,0.04,0.523593731,0.030627648
0.001,35,0.04,0.016473684,0.083702458
0.002,35,0.04,0.028953746,0.097503383
0.003,35,0.04,0.039361805,0.109949186
0.004,35,0.04,0.048537256,0.121322598
0.005,35,0.04,0.056903106,0.131822698
0.006,35,0.04,0.064694041,0.141588164
0.007,35,0.04,0.072049381,0.150712664
0.008,35,0.04,0.079055949,0.15925592
0.009,35,0.04,0.085769777,0.167252154
0.01,35,0.04,0.092227948,0.174716686
0.02,35,0.04,0.145851551,0.218958813
0.03,35,0.04,0.18358574,0.214356208
0.04,35,0.04,0.211060908,0.189220549
0.05,35,0.04,0.232907045,0.162548906
0.06,35,0.04,0.251592802,0.139675763
0.07,35,0.04,0.268308982,0.121164912
0.08,35,0.04,0.283659606,0.106400866
0.09,35,0.04,0.297977713,0.094558165
0.1,35,0.04,0.311462051,0.084927337
0.11,35,0.04,0.324240823,0.076984868
0.12,35,0.04,0.336404639,0.070348067
0.13,35,0.04,0.348023673,0.064725892
0.14,35,0.04,0.35915539,0.059898165
0.15,35,0.04,0.369847508,0.055705193
0.16,35,0.04,0.380139679,0.052032409
0.17,35,0.04,0.390065332,0.048792677
0.18,35,0.04,0.399653501,0.045914416
0.19,35,0.04,0.408930039,0.043337929
0.2,35,0.04,0.417918049,0.041015684
0.21,35,0.04,0.426637931,0.038911698
0.22,35,0.04,0.435107498,0.036998516
0.23,35,0.04,0.443342375,0.035253345
0.24,35,0.04,0.451356551,0.033655535
0.25,35,0.04,0.45916284,0.032186169
0.001,40,0.04,0.014447251,0.083144659
0.002,40,0.04,0.025387485,0.096873411
0.003,40,0.04,0.034509107,0.109259166
0.004,40,0.04,0.042549745,0.120582866
0.005,40,0.04,0.049881217,0.131043087
0.006,40,0.04,0.056709893,0.140778647
0.007,40,0.04,0.063158356,0.149883914
0.008,40,0.04,0.069303058,0.158419632
0.009,40,0.04,0.075193385,0.166421133
0.01,40,0.04,0.080862054,0.173904854
0.02,40,0.04,0.128087359,0.219109608
0.03,40,0.04,0.161532614,0.215841308
0.04,40,0.04,0.185955423,0.19136189
0.05,40,0.04,0.205385435,0.164861197
0.06,40,0.04,0.222009735,0.141951547
0.07,40,0.04,0.23689061,0.123321863
0.08,40,0.04,0.250567807,0.108420398
0.09,40,0.04,0.263338824,0.096451242
0.1,40,0.04,0.275380869,0.086709924
0.11,40,0.04,0.286807614,0.078670378
0.12,40,0.04,0.297698603,0.071949498
0.13,40,0.04,0.308114919,0.066256648
0.14,40,0.04,0.318106545,0.061369572
0.15,40,0.04,0.327715174,0.057124669
0.16,40,0.04,0.336975534,0.053404515
0.17,40,0.04,0.345916786,0.050121523
0.18,40,0.04,0.354564073,0.047204888
0.19,40,0.04,0.362939723,0.044595017
0.2,40,0.04,0.3710638,0.042243169
0.21,40,0.04,0.378954177,0.040111648
0.22,40,0.04,0.386626547,0.038171972
0.23,40,0.04,0.394094633,0.036401521
0.24,40,0.04,0.401370592,0.034780452
0.25,40,0.04,0.408465467,0.03329041
0.001,45,0.04,0.012864475,0.082697659
0.002,45,0.04,0.02260283,0.096367781
0.003,45,0.04,0.030720717,0.108704335
0.004,45,0.04,0.037875996,0.11998697
0.005,45,0.04,0.044400342,0.130413676
0.006,45,0.04,0.050477899,0.140123382
0.007,45,0.04,0.056218098,0.149210911
0.008,45,0.04,0.061689231,0.157737802
0.009,45,0.04,0.066935445,0.165740173
0.01,45,0.04,0.07198601,0.173235367
0.02,45,0.04,0.114168756,0.21915324
0.03,45,0.04,0.144190955,0.216920741
0.04,45,0.04,0.166164234,0.192967053
0.05,45,0.04,0.183652881,0.166610774
0.06,45,0.04,0.198619063,0.143680436
0.07,45,0.04,0.212021167,0.124963126
0.08,45,0.04,0.224346857,0.109956915
0.09,45,0.04,0.235864872,0.097890204
0.1,45,0.04,0.246735101,0.088063594
0.11,45,0.04,0.257059717,0.079949013
0.12,45,0.04,0.266909686,0.0731626
0.13,45,0.04,0.276339106,0.067414196
0.14,45,0.04,0.28539217,0.0624805
0.15,45,0.04,0.294105864,0.058195174
0.16,45,0.04,0.302511091,0.054438331
0.17,45,0.04,0.310633748,0.051121585
0.18,45,0.04,0.318496037,0.048174619
0.19,45,0.04,0.326117595,0.045538222
0.2,45,0.04,0.333516107,0.043163087
0.21,45,0.04,0.340707437,0.041010278
0.22,45,0.04,0.3477056,0.039050272
0.23,45,0.04,0.354522857,0.037260185
0.24,45,0.04,0.361170004,0.035620647
0.25,45,0.04,0.367656762,0.034113894
0.001,50,0.04,0.011594112,0.082331754
0.002,50,0.04,0.020368359,0.09595348
0.003,50,0.04,0.027681332,0.108249286
0.004,50,0.04,0.034126687,0.119497617
0.005,50,0.04,0.040003774,0.129896045
0.006,50,0.04,0.045478833,0.13958352
0.007,50,0.04,0.05065069,0.148655234
0.008,50,0.04,0.055581046,0.157173278
0.009,50,0.04,0.060309815,0.165174491
0.01,50,0.04,0.064863474,0.172676792
0.02,50,0.04,0.102971909,0.219143629
0.03,50,0.04,0.130201263,0.217738558
0.04,50,0.04,0.150167326,0.194215276
0.05,50,0.04,0.166063725,0.167981769
0.06,50,0.04,0.179669071,0.145039523
0.07,50,0.04,0.191856131,0.126254878
0.08,50,0.04,0.203069545,0.111165869
0.09,50,0.04,0.213554321,0.099021213
0.1,50,0.04,0.223456112,0.089126419
0.11,50,0.04,0.23286774,0.080951908
0.12,50,0.04,0.241853308,0.074112949
0.13,50,0.04,0.250461378,0.068319747
0.14,50,0.04,0.258731536,0.063348479
0.15,50,0.04,0.266696997,0.059030837
0.16,50,0.04,0.274385591,0.055244846
0.17,50,0.04,0.281820629,0.051901205
0.18,50,0.04,0.28902201,0.048929849
0.19,50,0.04,0.296007259,0.046271975
0.2,50,0.04,0.302792166,0.043878053
0.21,50,0.04,0.309390966,0.041708306
0.22,50,0.04,0.315816308,0.039732289
0.23,50,0.04,0.322079282,0.037926686
0.24,50,0.04,0.328189623,0.036272333
0.25,50,0.04,0.334156031,0.034751939
0.001,55,0.04,0.010552099,0.082026077
0.002,55,0.04,0.018535893,0.095607043
0.003,55,0.04,0.025189099,0.107868514
0.004,55,0.04,0.031052592,0.119087777
0.005,55,0.04,0.03639914,0.129462062
0.006,55,0.04,0.041380252,0.139130291
0.007,55,0.04,0.046086022,0.148187981
0.008,55,0.04,0.050572723,0.156697627
0.009,55,0.04,0.054876773,0.164696594
0.01,55,0.04,0.059022346,0.172203423
0.02,55,0.04,0.093771398,0.219105148
0.03,55,0.04,0.118680048,0.218376123
0.04,55,0.04,0.136972357,0.19521167
0.05,55,0.04,0.151540104,0.169083675
0.06,55,0.04,0.164009395,0.146135018
0.07,55,0.04,0.175181271,0.127297372
0.08,55,0.04,0.185464265,0.112141531
0.09,55,0.04,0.19508348,0.099933378
0.1,55,0.04,0.204172653,0.089982977
0.11,55,0.04,0.212816847,0.081759636
0.12,55,0.04,0.221074537,0.074877721
0.13,55,0.04,0.228989789,0.069047712
0.14,55,0.04,0.236598447,0.064045542
0.15,55,0.04,0.243930634,0.059701456
0.16,55,0.04,0.251011663,0.055891766
0.17,55,0.04,0.257862736,0.052526237
0.18,55,0.04,0.264501895,0.049534878
0.19,55,0.04,0.27094497,0.046859268
0.2,55,0.04,0.277206211,0.044449848
0.21,55,0.04,0.283298512,0.04226626
0.22,55,0.04,0.289233387,0.040277286
0.23,55,0.04,0.295020962,0.038459154
0.24,55,0.04,0.300670112,0.036792717
0.25,55,0.04,0.306188726,0.035261045
0.001,60,0.04,0.009681881,0.081767766
0.002,60,0.04,0.017005809,0.095314069
0.003,60,0.04,0.023108375,0.107546333
0.004,60,0.04,0.028486288,0.118740764
0.005,60,0.04,0.03339007,0.129094336
0.006,60,0.04,0.037958894,0.138745856
0.007,60,0.04,0.042275541,0.147791113
0.008,60,0.04,0.046391732,0.156292999
0.009,60,0.04,0.050340952,0.164289309
0.01,60,0.04,0.054145439,0.171798965
0.02,60,0.04,0.086077661,0.219053373
0.03,60,0.04,0.109028093,0.218886797
0.04,60,0.04,0.12590398,0.196025828
0.05,60,0.04,0.139346727,0.169989191
0.06,60,0.04,0.150853794,0.147037411
0.07,60,0.04,0.161165304,0.128157016
0.08,60,0.04,0.170659063,0.112946132
0.09,60,0.04,0.179543242,0.100685217
0.1,60,0.04,0.187941464,0.090688549
0.11,60,0.04,0.195932238,0.082424601
0.12,60,0.04,0.203569339,0.075506889
0.13,60,0.04,0.21089311,0.069646058
0.14,60,0.04,0.21793629,0.064617943
0.15,60,0.04,0.224726433,0.060251737
0.16,60,0.04,0.231286744,0.0564223
0.17,60,0.04,0.237636674,0.053038551
0.18,60,0.04,0.243792733,0.050030437
0.19,60,0.04,0.249769357,0.047339867
0.2,60,0.04,0.255579529,0.044917367
0.21,60,0.04,0.26123502,0.042722164
0.22,60,0.04,0.266746388,0.040722426
0.23,60,0.04,0.272122949,0.038893936
0.24,60,0.04,0.277372863,0.037217463
0.25,60,0.04,0.282503356,0.035676331
0.001,65,0.04,0.008944223,0.081546893
0.002,65,0.04,0.015708996,0.09506359
0.003,65,0.04,0.021345056,0.107270554
0.004,65,0.04,0.026311615,0.118443506
0.005,65,0.04,0.030840304,0.128779103
0.006,65,0.04,0.035059817,0.138416077
0.007,65,0.04,0.039046718,0.147450395
0.008,65,0.04,0.042848855,0.155945162
0.009,65,0.04,0.04649722,0.163938615
0.01,65,0.04,0.050012401,0.171450085
0.02,65,0.04,0.079549104,0.218996012
0.03,65,0.04,0.100825466,0.219304577
0.04,65,0.04,0.116487499,0.196703436
0.05,65,0.04,0.1289657,0.170746343
0.06,65,0.04,0.139647601,0.147793338
0.07,65,0.04,0.149220951,0.128877558
0.08,65,0.04,0.158037106,0.113620321
0.09,65,0.04,0.16628966,0.101314651
0.1,65,0.04,0.174093541,0.091278715
0.11,65,0.04,0.181521651,0.082980392
0.12,65,0.04,0.188623774,0.07603238
0.13,65,0.04,0.195437113,0.070145428
0.14,65,0.04,0.201991798,0.065095355
0.15,65,0.04,0.208313209,0.060710528
0.16,65,0.04,0.214422766,0.0568646
0.17,65,0.04,0.220338436,0.053465675
0.18,65,0.04,0.226075443,0.050443584
0.19,65,0.04,0.231647059,0.047740479
0.2,65,0.04,0.237065204,0.045307005
0.21,65,0.04,0.242340701,0.043102108
0.22,65,0.04,0.247483294,0.041093454
0.23,65,0.04,0.252501606,0.039256386
0.24,65,0.04,0.257403193,0.037571568
0.25,65,0.04,0.262194729,0.036022479
0.001,70,0.04,0.008310986,0.081355799
0.002,70,0.04,0.014595901,0.094846812
0.003,70,0.04,0.019831685,0.10703184
0.004,70,0.04,0.024445317,0.118186197
0.005,70,0.04,0.028652183,0.128506009
0.006,70,0.04,0.032571967,0.138130192
0.007,70,0.04,0.036275882,0.147154691
0.008,70,0.04,0.039808446,0.155643001
0.009,70,0.04,0.043198501,0.163633599
0.01,70,0.04,0.046465212,0.171146126
0.02,70,0.04,0.073939985,0.218936705
0.03,70,0.04,0.093769018,0.219651588
0.04,70,0.04,0.108379414,0.197275094
0.05,70,0.04,0.120021653,0.171387752
0.06,70,0.04,0.129988269,0.148434762
0.07,70,0.04,0.138921523,0.129489521
0.08,70,0.04,0.14714976,0.114193141
0.09,70,0.04,0.154853899,0.101849547
0.1,70,0.04,0.162141312,0.091780329
0.11,70,0.04,0.169080044,0.083452879
0.12,70,0.04,0.175716449,0.076479146
0.13,70,0.04,0.182085051,0.07056992
0.14,70,0.04,0.188213754,0.065501039
0.15,70,0.04,0.194126079,0.061100242
0.16,70,0.04,0.199841913,0.057240178
0.17,70,0.04,0.205377955,0.053828227
0.18,70,0.04,0.210748332,0.050794067
0.19,70,0.04,0.215965329,0.048080064
0.2,70,0.04,0.221039962,0.045636981
0.21,70,0.04,0.225982246,0.043423606
0.22,70,0.04,0.230801221,0.041407191
0.23,70,0.04,0.235504911,0.039562698
0.24,70,0.04,0.240100354,0.037870642
0.25,70,0.04,0.244593751,0.036314608
0.001,5,0.05,0.100711101,0.088443915
0.002,5,0.05,0.177146998,0.101141173
0.003,5,0.05,0.240393756,0.111792785
0.004,5,0.05,0.295237019,0.120630447
0.005,5,0.05,0.344049809,0.127786876
0.006,5,0.05,0.38812918,0.133341771
0.007,5,0.05,0.428244818,0.137355337
0.008,5,0.05,0.46489402,0.139891766
0.009,5,0.05,0.498430655,0.141033365
0.01,5,0.05,0.529133431,0.140886307
0.02,5,0.05,0.725732664,0.099444227
0.03,5,0.05,0.817977757,0.051139309
0.04,5,0.05,0.869839361,0.021592528
0.05,5,0.05,0.90173191,0.008026783
0.06,5,0.05,0.922193235,0.003067187
0.07,5,0.05,0.935864227,0.001309028
0.08,5,0.05,0.945425266,0.000627755
0.09,5,0.05,0.952411996,0.000332416
0.1,5,0.05,0.957714682,0.000190663
0.11,5,0.05,0.961867328,0.000116581
0.12,5,0.05,0.965203931,7.50644E-05
0.13,5,0.05,0.967942139,5.04239E-05
0.14,5,0.05,0.970229144,3.50837E-05
0.15,5,0.05,0.972167781,2.51444E-05
0.16,5,0.05,0.973831951,1.8482E-05
0.17,5,0.05,0.975276081,1.38834E-05
0.18,5,0.05,0.97654112,1.06274E-05
0.19,5,0.05,0.977658458,8.27085E-06
0.2,5,0.05,0.978652557,6.53249E-06
0.21,5,0.05,0.979542759,5.22798E-06
0.22,5,0.05,0.98034456,4.23322E-06
0.23,5,0.05,0.981070518,3.46358E-06
0.24,5,0.05,0.98173092,2.86128E-06
0.25,5,0.05,0.982334271,2.3831E-06
0.001,10,0.05,0.055274411,0.099463468
0.002,10,0.05,0.097489569,0.115383329
0.003,10,0.05,0.132843819,0.129601902
0.004,10,0.05,0.164034571,0.142442493
0.005,10,0.05,0.192412299,0.154116228
0.006,10,0.05,0.218718681,0.164754947
0.007,10,0.05,0.243387871,0.174434362
0.008,10,0.05,0.266685848,0.18319151
0.009,10,0.05,0.288781379,0.191038573
0.01,10,0.05,0.309785061,0.197974232
0.02,10,0.05,0.470754119,0.219627936
0.03,10,0.05,0.568235135,0.188993651
0.04,10,0.05,0.633598112,0.151232835
0.05,10,0.05,0.683229071,0.119913016
0.06,10,0.05,0.723916307,0.095868193
0.07,10,0.05,0.758631755,0.077500174
0.08,10,0.05,0.788851164,0.063249887
0.09,10,0.05,0.815416647,0.051956967
0.1,10,0.05,0.838876883,0.042807365
0.11,10,0.05,0.859625444,0.035251531
0.12,10,0.05,0.877961757,0.028905935
0.13,10,0.05,0.89412235,0.023500182
0.14,10,0.05,0.908298192,0.018844054
0.15,10,0.05,0.920646293,0.014799755
0.16,10,0.05,0.931298917,0.011272573
0.17,10,0.05,0.940372283,0.008206484
0.18,10,0.05,0.947977436,0.005592804
0.19,10,0.05,0.954235296,0.003493874
0.2,10,0.05,0.959294099,0.002013073
0.21,10,0.05,0.963337171,0.001126394
0.22,10,0.05,0.966566433,0.000646737
0.23,10,0.05,0.969170414,0.000390715
0.24,10,0.05,0.971302435,0.000249067
0.25,10,0.05,0.973077419,0.000166575
0.001,15,0.05,0.037813163,0.098519197
0.002,15,0.05,0.066656032,0.11454967
0.003,15,0.05,0.090820611,0.128962907
0.004,15,0.05,0.112178702,0.142090546
0.005,15,0.05,0.131670847,0.154159012
0.006,15,0.05,0.149816383,0.165319088
0.007,15,0.05,0.166921422,0.175666207
0.008,15,0.05,0.183174857,0.185255214
0.009,15,0.05,0.198697069,0.194111764
0.01,15,0.05,0.213566595,0.202241738
0.02,15,0.05,0.333035549,0.24254207
0.03,15,0.05,0.411110245,0.225823398
0.04,15,0.05,0.465076628,0.192150864
0.05,15,0.05,0.506727934,0.160566619
0.06,15,0.05,0.541599844,0.134888358
0.07,15,0.05,0.572207527,0.114714166
0.08,15,0.05,0.599790805,0.098836659
0.09,15,0.05,0.625025121,0.086179284
0.1,15,0.05,0.64831877,0.07593194
0.11,15,0.05,0.6699477,0.067489722
0.12,15,0.05,0.69011721,0.06041724
0.13,15,0.05,0.708988524,0.054412498
0.14,15,0.05,0.726691846,0.049255595
0.15,15,0.05,0.743335353,0.044776163
0.16,15,0.05,0.759011194,0.040845321
0.17,15,0.05,0.773798491,0.03736904
0.18,15,0.05,0.787765153,0.034274608
0.19,15,0.05,0.800969982,0.03150088
0.2,15,0.05,0.813464729,0.028997581
0.21,15,0.05,0.825295308,0.026726282
0.22,15,0.05,0.836502313,0.024656982
0.23,15,0.05,0.847121622,0.022763402
0.24,15,0.05,0.857185282,0.021022001
0.25,15,0.05,0.866722231,0.019413615
0.001,20,0.05,0.02869476,0.096939866
0.002,20,0.05,0.050554263,0.112822326
0.003,20,0.05,0.068859699,0.127135074
0.004,20,0.05,0.085043302,0.140207573
0.005,20,0.05,0.099825862,0.152268966
0.006,20,0.05,0.113606352,0.163475789
0.007,20,0.05,0.126620757,0.173930972
0.008,20,0.05,0.139015341,0.183697457
0.009,20,0.05,0.150883771,0.192808482
0.01,20,0.05,0.162287398,0.201276057
0.02,20,0.05,0.255774064,0.248963374
0.03,20,0.05,0.319124326,0.239762472
0.04,20,0.05,0.363574172,0.209066442
0.05,20,0.05,0.398019006,0.177903422
0.06,20,0.05,0.426975177,0.151656274
0.07,20,0.05,0.452553046,0.130635802
0.08,20,0.05,0.475798518,0.113928338
0.09,20,0.05,0.497277001,0.100527928
0.1,20,0.05,0.517321751,0.089640578
0.11,20,0.05,0.536148249,0.080669891
0.12,20,0.05,0.553910835,0.073162388
0.13,20,0.05,0.570729662,0.066785896
0.14,20,0.05,0.586702071,0.061306892
0.15,20,0.05,0.601908074,0.056555046
0.16,20,0.05,0.61641474,0.052395638
0.17,20,0.05,0.630279904,0.048720588
0.18,20,0.05,0.64355434,0.045447831
0.19,20,0.05,0.656282551,0.042516822
0.2,20,0.05,0.668503259,0.039879725
0.21,20,0.05,0.680250322,0.037494821
0.22,20,0.05,0.691553902,0.035325528
0.23,20,0.05,0.702441326,0.03334224
0.24,20,0.05,0.712937381,0.031522559
0.25,20,0.05,0.723064335,0.029848812
0.001,25,0.05,0.02310948,0.095645822
0.002,25,0.05,0.040697131,0.111377548
0.003,25,0.05,0.055418303,0.125570838
0.004,25,0.05,0.068432603,0.138551961
0.005,25,0.05,0.080324111,0.150550064
0.006,25,0.05,0.091416572,0.161723873
0.007,25,0.05,0.101901851,0.172179815
0.008,25,0.05,0.111899186,0.181985044
0.009,25,0.05,0.121485184,0.191177147
0.01,25,0.05,0.13071019,0.199772034
0.02,25,0.05,0.207172756,0.251217068
0.03,25,0.05,0.260091815,0.246590479
0.04,25,0.05,0.297573809,0.217985114
0.05,25,0.05,0.32667219,0.187280606
0.06,25,0.05,0.351162916,0.160808068
0.07,25,0.05,0.372846527,0.139325469
0.08,25,0.05,0.392620177,0.122129528
0.09,25,0.05,0.410968119,0.108281963
0.1,25,0.05,0.42817336,0.09699783
0.11,25,0.05,0.444415078,0.087686376
0.12,25,0.05,0.459817828,0.07989586
0.13,25,0.05,0.474476782,0.073281941
0.14,25,0.05,0.48846919,0.067594798
0.15,25,0.05,0.501858966,0.062657189
0.16,25,0.05,0.514699333,0.058335922
0.17,25,0.05,0.527035462,0.054522762
0.18,25,0.05,0.538906821,0.051129289
0.19,25,0.05,0.55034852,0.048087326
0.2,25,0.05,0.561391711,0.045346341
0.21,25,0.05,0.572063711,0.042867022
0.22,25,0.05,0.582388427,0.040615306
0.23,25,0.05,0.592387097,0.038560219
0.24,25,0.05,0.602079013,0.036674974
0.25,25,0.05,0.611481907,0.034938387
0.001,30,0.05,0.019341369,0.094652993
0.002,30,0.05,0.034050539,0.110261214
0.003,30,0.05,0.046357485,0.124352819
0.004,30,0.05,0.057236336,0.137251407
0.005,30,0.05,0.067178011,0.149185433
