Oxygen,Radius,Myoglobin,Metabolism,Advantage
0.1,35,0.1,0.343369038,0.196070131
0.11,35,0.1,0.354856886,0.178677913
0.12,35,0.1,0.365816076,0.16392726
0.13,35,0.1,0.376324671,0.151308523
0.14,35,0.1,0.386435369,0.140403708
0.15,35,0.1,0.396186592,0.130888362
0.16,35,0.1,0.405608903,0.122518208
0.17,35,0.1,0.414728253,0.115105391
0.18,35,0.1,0.423567241,0.108497943
0.19,35,0.1,0.432145519,0.102569554
0.2,35,0.1,0.440480121,0.097216824
0.21,35,0.1,0.448586003,0.09235774
0.22,35,0.1,0.456476647,0.087927944
0.23,35,0.1,0.464164499,0.083875301
0.24,35,0.1,0.471661122,0.080155208
0.25,35,0.1,0.478977129,0.076728178
0.001,40,0.1,0.0150152,0.125725142
0.002,40,0.1,0.026538523,0.146604331
0.003,40,0.1,0.036259949,0.165538151
0.004,40,0.1,0.044918718,0.182971737
0.005,40,0.1,0.052888267,0.199227132
0.006,40,0.1,0.060376547,0.214537217
0.007,40,0.1,0.067507643,0.229068609
0.008,40,0.1,0.074359371,0.242937291
0.009,40,0.1,0.080982278,0.256220085
0.01,40,0.1,0.087409968,0.268963384
0.02,40,0.1,0.143543699,0.36621993
0.03,40,0.1,0.185983917,0.399884043
0.04,40,0.1,0.216046664,0.384147651
0.05,40,0.1,0.237787332,0.348631348
0.06,40,0.1,0.254796716,0.310597952
0.07,40,0.1,0.269122104,0.276161783
0.08,40,0.1,0.281821002,0.246673109
0.09,40,0.1,0.293452134,0.221832588
0.1,40,0.1,0.304326215,0.200934253
0.11,40,0.1,0.314624983,0.183290236
0.12,40,0.1,0.324459491,0.168309777
0.13,40,0.1,0.333900435,0.155489516
0.14,40,0.1,0.342995099,0.144410786
0.15,40,0.1,0.351777411,0.134743242
0.16,40,0.1,0.360273937,0.126236637
0.17,40,0.1,0.368507079,0.118700307
0.18,40,0.1,0.376496426,0.111982086
0.19,40,0.1,0.384259134,0.105955483
0.2,40,0.1,0.391810121,0.100515389
0.21,40,0.1,0.399162399,0.095576948
0.22,40,0.1,0.406327576,0.091073296
0.23,40,0.1,0.413316301,0.086951222
0.24,40,0.1,0.420138507,0.083166338
0.25,40,0.1,0.426803429,0.079679743
0.001,45,0.1,0.013368614,0.125126916
0.002,45,0.1,0.023624468,0.145923124
0.003,45,0.1,0.032274602,0.164783724
0.004,45,0.1,0.039978297,0.182151665
0.005,45,0.1,0.04706866,0.198347908
0.006,45,0.1,0.053731242,0.213605292
0.007,45,0.1,0.060076818,0.228090903
0.008,45,0.1,0.066174911,0.241921722
0.009,45,0.1,0.072070732,0.255175754
0.01,45,0.1,0.07779439,0.267900939
0.02,45,0.1,0.127902706,0.365811487
0.03,45,0.1,0.166050832,0.401410383
0.04,45,0.1,0.193242461,0.387373706
0.05,45,0.1,0.212945692,0.352686314
0.06,45,0.1,0.228353442,0.314895761
0.07,45,0.1,0.241319226,0.280415699
0.08,45,0.1,0.252807409,0.250765603
0.09,45,0.1,0.263328881,0.225728089
0.1,45,0.1,0.273168061,0.204628855
0.11,45,0.1,0.282491391,0.186791545
0.12,45,0.1,0.291400556,0.171632933
0.13,45,0.1,0.299960161,0.158655171
0.14,45,0.1,0.308213147,0.147440235
0.15,45,0.1,0.316189976,0.13765398
0.16,45,0.1,0.323914176,0.129041325
0.17,45,0.1,0.331405442,0.121408783
0.18,45,0.1,0.338681014,0.114603642
0.19,45,0.1,0.345756093,0.108499561
0.2,45,0.1,0.35264395,0.102990662
0.21,45,0.1,0.359356139,0.097990221
0.22,45,0.1,0.365902882,0.093429295
0.23,45,0.1,0.372293485,0.089253349
0.24,45,0.1,0.378536622,0.085417773
0.25,45,0.1,0.384640415,0.081884079
0.001,50,0.1,0.012047212,0.124629475
0.002,50,0.1,0.021286508,0.145356017
0.003,50,0.1,0.029077721,0.164155089
0.004,50,0.1,0.036015778,0.181467678
0.005,50,0.1,0.04240131,0.197613817
0.006,50,0.1,0.048401824,0.212826216
0.007,50,0.1,0.054117359,0.227272278
0.008,50,0.1,0.059610737,0.241069697
0.009,50,0.1,0.064922851,0.254297495
0.01,50,0.1,0.070080967,0.267004656
0.02,50,0.1,0.115324209,0.36538961
0.03,50,0.1,0.149956049,0.402499935
0.04,50,0.1,0.174765475,0.389833631
0.05,50,0.1,0.192772526,0.355833707
0.06,50,0.1,0.206848613,0.318256035
0.07,50,0.1,0.218685656,0.283752495
0.08,50,0.1,0.229169291,0.253979736
0.09,50,0.1,0.238769761,0.228788212
0.1,50,0.1,0.247749099,0.207530582
0.11,50,0.1,0.256260709,0.189540047
0.12,50,0.1,0.264398315,0.174239278
0.13,50,0.1,0.272221387,0.161135044
0.14,50,0.1,0.279769288,0.149810539
0.15,50,0.1,0.2870697,0.139929088
0.16,50,0.1,0.294143766,0.131231752
0.17,50,0.1,0.301009052,0.123522383
0.18,50,0.1,0.307680933,0.116647534
0.19,50,0.1,0.31417303,0.110480999
0.2,50,0.1,0.320497292,0.104916596
0.21,50,0.1,0.326664124,0.099866411
0.22,50,0.1,0.33268268,0.095259857
0.23,50,0.1,0.338561234,0.091041117
0.24,50,0.1,0.344307471,0.087165106
0.25,50,0.1,0.349928615,0.083593529
0.001,55,0.1,0.010963472,0.124208804
0.002,55,0.1,0.019369446,0.144876131
0.003,55,0.1,0.02645676,0.163622859
0.004,55,0.1,0.032767437,0.18088816
0.005,55,0.1,0.038575407,0.196991433
0.006,55,0.1,0.044033329,0.212165138
0.007,55,0.1,0.049232401,0.226576924
0.008,55,0.1,0.054229925,0.240345028
0.009,55,0.1,0.059063223,0.253549196
0.01,55,0.1,0.063757209,0.266239377
0.02,55,0.1,0.104991889,0.364980742
0.03,55,0.1,0.136693496,0.403303204
0.04,55,0.1,0.159497499,0.39176456
0.05,55,0.1,0.17607252,0.358343457
0.06,55,0.1,0.18902543,0.32095277
0.07,55,0.1,0.199911661,0.286438264
0.08,55,0.1,0.209549602,0.256569912
0.09,55,0.1,0.218374625,0.231255148
0.1,55,0.1,0.22662952,0.209869761
0.11,55,0.1,0.234456484,0.19175509
0.12,55,0.1,0.241942396,0.17633851
0.13,55,0.1,0.24914234,0.163130678
0.14,55,0.1,0.256092671,0.151716202
0.15,55,0.1,0.262818779,0.141756729
0.16,55,0.1,0.269339884,0.132990245
0.17,55,0.1,0.275671839,0.125218199
0.18,55,0.1,0.281828504,0.118286296
0.19,55,0.1,0.287822204,0.11206841
0.2,55,0.1,0.2936638,0.106458293
0.21,55,0.1,0.299362763,0.101367265
0.22,55,0.1,0.304927394,0.096723463
0.23,55,0.1,0.310365149,0.092469931
0.24,55,0.1,0.315682926,0.088561003
0.25,55,0.1,0.320887216,0.084958414
0.001,60,0.1,0.010058521,0.123850189
0.002,60,0.1,0.017768953,0.144466824
0.003,60,0.1,0.024268904,0.163168576
0.004,60,0.1,0.030056135,0.180393298
0.005,60,0.1,0.035382228,0.196459703
0.006,60,0.1,0.040387409,0.211599964
0.007,60,0.1,0.045155472,0.225981933
0.008,60,0.1,0.049739086,0.239724288
0.009,60,0.1,0.054172577,0.252907419
0.01,60,0.1,0.058478877,0.2655819
0.02,60,0.1,0.096354678,0.364599059
0.03,60,0.1,0.125578617,0.403914478
0.04,60,0.1,0.14667279,0.393319298
0.05,60,0.1,0.162023812,0.360391541
0.06,60,0.1,0.174017447,0.323165408
0.07,60,0.1,0.184092503,0.288647393
0.08,60,0.1,0.193009355,0.258702651
0.09,60,0.1,0.201173186,0.233287031
0.1,60,0.1,0.208810099,0.21179637
0.11,60,0.1,0.216052563,0.193579023
0.12,60,0.1,0.222981526,0.178066247
0.13,60,0.1,0.22964828,0.164771942
0.14,60,0.1,0.236086604,0.153282157
0.15,60,0.1,0.242319968,0.143257442
0.16,60,0.1,0.248366001,0.13443329
0.17,60,0.1,0.25423915,0.126609044
0.18,60,0.1,0.259952025,0.119629511
0.19,60,0.1,0.26551587,0.113368587
0.2,60,0.1,0.270940635,0.107720075
0.21,60,0.1,0.276235012,0.10259478
0.22,60,0.1,0.281406605,0.097919889
0.23,60,0.1,0.286462205,0.093637448
0.24,60,0.1,0.291408069,0.089701187
0.25,60,0.1,0.296250084,0.086072762
0.001,65,0.1,0.00929151,0.123541281
0.002,65,0.1,0.01641264,0.144114141
0.003,65,0.1,0.022415063,0.162776956
0.004,65,0.1,0.027758957,0.179966535
0.005,65,0.1,0.032676925,0.19600086
0.006,65,0.1,0.037298635,0.211112018
0.007,65,0.1,0.041701586,0.225467946
0.008,65,0.1,0.045934507,0.239187631
0.009,65,0.1,0.050029171,0.252351947
0.01,65,0.1,0.05400682,0.265012129
0.02,65,0.1,0.089027928,0.364247788
0.03,65,0.1,0.116130437,0.404390964
0.04,65,0.1,0.135750456,0.394596317
0.05,65,0.1,0.150043895,0.362093497
0.06,65,0.1,0.161209185,0.325012583
0.07,65,0.1,0.17058444,0.290495368
0.08,65,0.1,0.178879534,0.260488054
0.09,65,0.1,0.186473286,0.234988164
0.1,65,0.1,0.193577209,0.213409106
0.11,65,0.1,0.200315261,0.19510537
0.12,65,0.1,0.206763197,0.179511417
0.13,65,0.1,0.212969006,0.166143956
0.14,65,0.1,0.218964233,0.154590384
0.15,65,0.1,0.224770708,0.144510507
0.16,65,0.1,0.230404723,0.135637787
0.17,65,0.1,0.235879551,0.127769693
0.18,65,0.1,0.241206754,0.120750153
0.19,65,0.1,0.246396662,0.114452987
0.2,65,0.1,0.251458452,0.108772089
0.21,65,0.1,0.256400156,0.103617932
0.22,65,0.1,0.26122879,0.098916936
0.23,65,0.1,0.265950599,0.094610299
0.24,65,0.1,0.270571308,0.090651181
0.25,65,0.1,0.2750963,0.087001069
0.001,70,0.1,0.008633146,0.123272557
0.002,70,0.1,0.015248614,0.143807184
0.003,70,0.1,0.020824211,0.162436002
0.004,70,0.1,0.025787808,0.179594887
0.005,70,0.1,0.030355693,0.195601115
0.006,70,0.1,0.034648451,0.210686729
0.007,70,0.1,0.038738166,0.225019666
0.008,70,0.1,0.042670175,0.238719268
0.009,70,0.1,0.046474051,0.251866754
0.01,70,0.1,0.050169578,0.26451391
0.02,70,0.1,0.082734942,0.363925859
0.03,70,0.1,0.108001179,0.404768998
0.04,70,0.1,0.126337705,0.395661612
0.05,70,0.1,0.139708587,0.36352836
0.06,70,0.1,0.150151647,0.326576408
0.07,70,0.1,0.158917244,0.292063015
0.08,70,0.1,0.16667093,0.262004145
0.09,70,0.1,0.173768317,0.236433455
0.1,70,0.1,0.180408064,0.214779707
0.11,70,0.1,0.186706625,0.196402754
0.12,70,0.1,0.19273518,0.180739784
0.13,70,0.1,0.198538805,0.167309844
0.14,70,0.1,0.204147096,0.155701634
0.15,70,0.1,0.209580462,0.145574464
0.16,70,0.1,0.214854053,0.136660142
0.17,70,0.1,0.219980147,0.128754488
0.18,70,0.1,0.224969416,0.121700586
0.19,70,0.1,0.229831413,0.11537219
0.2,70,0.1,0.234574646,0.10966326
0.21,70,0.1,0.239206583,0.10448409
0.22,70,0.1,0.243733741,0.099760519
0.23,70,0.1,0.248161901,0.095433017
0.24,70,0.1,0.252496344,0.091454212
0.25,70,0.1,0.256742024,0.087785394
0.001,5,0.11,0.102800489,0.111025156
0.002,5,0.11,0.181333573,0.127164816
0.003,5,0.11,0.246676948,0.140851807
0.004,5,0.11,0.303602077,0.152381678
0.005,5,0.11,0.354461435,0.161915932
0.006,5,0.11,0.400525456,0.169539042
0.007,5,0.11,0.442532491,0.175301298
0.008,5,0.11,0.48094621,0.179250757
0.009,5,0.11,0.51608776,0.181454928
0.01,5,0.11,0.548207374,0.182012418
0.02,5,0.11,0.747823705,0.132910913
0.03,5,0.11,0.833151084,0.070637737
0.04,5,0.11,0.878395893,0.031641842
0.05,5,0.11,0.90609311,0.012902075
0.06,5,0.11,0.924347789,0.00541069
0.07,5,0.11,0.93695447,0.002475512
0.08,5,0.11,0.946006711,0.00124315
0.09,5,0.11,0.952741198,0.000678182
0.1,5,0.11,0.957911922,0.000396651
0.11,5,0.11,0.961991558,0.000245751
0.12,5,0.11,0.965285612,0.000159696
0.13,5,0.11,0.967997852,0.000107985
0.14,5,0.11,0.970268357,7.55013E-05
0.15,5,0.11,0.972196136,5.43119E-05
0.16,5,0.11,0.973852939,4.00343E-05
0.17,5,0.11,0.975291936,3.01406E-05
0.18,5,0.11,0.976553314,2.31145E-05
0.19,5,0.11,0.977667986,1.80167E-05
0.2,5,0.11,0.978660106,1.42462E-05
0.21,5,0.11,0.979548817,1.14125E-05
0.22,5,0.11,0.980349476,9.24781E-06
0.23,5,0.11,0.981074549,7.57237E-06
0.24,5,0.11,0.981734255,6.25835E-06
0.25,5,0.11,0.982337055,5.21718E-06
0.001,10,0.11,0.056991428,0.133616658
0.002,10,0.11,0.100974244,0.15525168
0.003,10,0.11,0.138152169,0.174740037
0.004,10,0.11,0.171227451,0.192538346
0.005,10,0.11,0.201554487,0.208952367
0.006,10,0.11,0.229877544,0.224179871
0.007,10,0.11,0.25663155,0.238339895
0.008,10,0.11,0.282080975,0.251494286
0.009,10,0.11,0.306390357,0.26366435
0.01,10,0.11,0.329663,0.274844493
0.02,10,0.11,0.512872153,0.328747174
0.03,10,0.11,0.621738766,0.300946386
0.04,10,0.11,0.687816352,0.249746099
0.05,10,0.11,0.733522336,0.202351081
0.06,10,0.11,0.768790949,0.163799654
0.07,10,0.11,0.797864958,0.133223894
0.08,10,0.11,0.822717295,0.108896216
0.09,10,0.11,0.84436349,0.089300862
0.1,10,0.11,0.863385592,0.073274127
0.11,10,0.11,0.880156919,0.059977696
0.12,10,0.11,0.894942351,0.048805929
0.13,10,0.11,0.9079448,0.039322715
0.14,10,0.11,0.919328716,0.031217065
0.15,10,0.11,0.929233466,0.024265129
0.16,10,0.11,0.937782345,0.018312754
0.17,10,0.11,0.945089918,0.013264428
0.18,10,0.11,0.95126876,0.009084166
0.19,10,0.11,0.956435619,0.00580778
0.2,10,0.11,0.96071545,0.003497719
0.21,10,0.11,0.964240602,0.002065264
0.22,10,0.11,0.967143706,0.001244364
0.23,10,0.11,0.969547296,0.000779738
0.24,10,0.11,0.97155584,0.000510024
0.25,10,0.11,0.973253185,0.000347234
0.001,15,0.11,0.039074205,0.135154029
0.002,15,0.11,0.069215023,0.157338334
0.003,15,0.11,0.094718597,0.177417565
0.004,15,0.11,0.117460839,0.195867944
0.005,15,0.11,0.138386234,0.213022645
0.006,15,0.11,0.15801773,0.229111752
0.007,15,0.11,0.176664501,0.244288968
0.008,15,0.11,0.19451773,0.258650655
0.009,15,0.11,0.211699061,0.272249966
0.01,15,0.11,0.228287008,0.285108138
0.02,15,0.11,0.36697516,0.369169376
0.03,15,0.11,0.460417722,0.372845419
0.04,15,0.11,0.520792238,0.334969076
0.05,15,0.11,0.563096298,0.289667932
0.06,15,0.11,0.596016531,0.248915097
0.07,15,0.11,0.623646221,0.214921588
0.08,15,0.11,0.64794752,0.187061359
0.09,15,0.11,0.669926968,0.164210477
0.1,15,0.11,0.690138413,0.145334665
0.11,15,0.11,0.708908308,0.129569267
0.12,15,0.11,0.72644453,0.116236912
0.13,15,0.11,0.742891871,0.104833783
0.14,15,0.11,0.758359982,0.094980573
0.15,15,0.11,0.772936635,0.086381494
0.16,15,0.11,0.786694368,0.078807741
0.17,15,0.11,0.799694701,0.072085994
0.18,15,0.11,0.811991035,0.066081314
0.19,15,0.11,0.823630261,0.060683119
0.2,15,0.11,0.834653607,0.055800592
0.21,15,0.11,0.845097439,0.051361547
0.22,15,0.11,0.85499416,0.047308205
0.23,15,0.11,0.864372918,0.043591574
0.24,15,0.11,0.873259949,0.040169073
0.25,15,0.11,0.881678821,0.037005124
0.001,20,0.11,0.029667595,0.134129286
0.002,20,0.11,0.052527477,0.156257567
0.003,20,0.11,0.071863905,0.176309642
0.004,20,0.11,0.089112231,0.194761237
0.005,20,0.11,0.10499634,0.211950708
0.006,20,0.11,0.11991818,0.228117061
0.007,20,0.11,0.134116479,0.243425583
0.008,20,0.11,0.147739875,0.257985723
0.009,20,0.11,0.160883892,0.271864229
0.01,20,0.11,0.173611054,0.285095485
0.02,20,0.11,0.282464041,0.379292474
0.03,20,0.11,0.359976907,0.398470201
0.04,20,0.11,0.411918565,0.369835792
0.05,20,0.11,0.448564988,0.32748996
0.06,20,0.11,0.477023382,0.286648499
0.07,20,0.11,0.500898302,0.251419161
0.08,20,0.11,0.521963642,0.222009044
0.09,20,0.11,0.541137689,0.197596387
0.1,20,0.11,0.558925916,0.177271895
0.11,20,0.11,0.575622756,0.160235406
0.12,20,0.11,0.591409435,0.145813228
0.13,20,0.11,0.606405036,0.133468931
0.14,20,0.11,0.620694545,0.122797124
0.15,20,0.11,0.634343936,0.113491105
0.16,20,0.11,0.647407442,0.105309013
0.17,20,0.11,0.659930776,0.098056573
0.18,20,0.11,0.671952957,0.091581111
0.19,20,0.11,0.683507933,0.085764838
0.2,20,0.11,0.694625943,0.080514455
0.21,20,0.11,0.705334292,0.075752045
0.22,20,0.11,0.715657574,0.071411142
0.23,20,0.11,0.725617765,0.067436466
0.24,20,0.11,0.735234495,0.063783423
0.25,20,0.11,0.744525527,0.06041564
0.001,25,0.11,0.023894805,0.132878942
0.002,25,0.11,0.042289496,0.154862645
0.003,25,0.11,0.057841825,0.174793668
0.004,25,0.11,0.071713858,0.193144058
0.005,25,0.11,0.084492154,0.210252463
0.006,25,0.11,0.096502883,0.226360828
0.007,25,0.11,0.107940219,0.241639329
0.008,25,0.11,0.118925496,0.256203576
0.009,25,0.11,0.129537103,0.270127201
0.01,25,0.11,0.139826733,0.28345161
0.02,25,0.11,0.228851324,0.382144488
0.03,25,0.11,0.294189601,0.410017288
0.04,25,0.11,0.33900337,0.387558467
0.05,25,0.11,0.3707952,0.347644407
0.06,25,0.11,0.395435344,0.307155502
0.07,25,0.11,0.416066366,0.271394457
0.08,25,0.11,0.434266282,0.24115633
0.09,25,0.11,0.450858012,0.215855389
0.1,25,0.11,0.466295732,0.194668922
0.11,25,0.11,0.48084371,0.176843853
0.12,25,0.11,0.49466319,0.161731231
0.13,25,0.11,0.507857656,0.148790565
0.14,25,0.11,0.520498065,0.13759688
0.15,25,0.11,0.532637344,0.127828615
0.16,25,0.11,0.54431823,0.11923894
0.17,25,0.11,0.555576896,0.111630099
0.18,25,0.11,0.566444396,0.104840897
0.19,25,0.11,0.576947502,0.098742602
0.2,25,0.11,0.587109613,0.093234677
0.21,25,0.11,0.596951679,0.088237565
0.22,25,0.11,0.606492846,0.083685234
0.23,25,0.11,0.615750659,0.07952071
0.24,25,0.11,0.624741027,0.075695006
0.25,25,0.11,0.633478206,0.072167313
0.001,30,0.11,0.019997499,0.131787627
0.002,30,0.11,0.035380647,0.15363108
0.003,30,0.11,0.048381379,0.173440274
0.004,30,0.11,0.059975842,0.191683736
0.005,30,0.11,0.070657,0.208699006
0.006,30,0.11,0.080699222,0.224729162
0.007,30,0.11,0.090266071,0.239946712
0.008,30,0.11,0.099459977,0.254470686
0.009,30,0.11,0.108347326,0.268378729
0.01,30,0.11,0.116972103,0.281716523
0.02,30,0.11,0.192107923,0.382782726
0.03,30,0.11,0.248302769,0.416108964
0.04,30,0.11,0.287464968,0.397969809
0.05,30,0.11,0.315371482,0.359957807
0.06,30,0.11,0.336971176,0.319894209
0.07,30,0.11,0.355023638,0.283886202
0.08,30,0.11,0.370936509,0.253152282
0.09,30,0.11,0.3854481,0.227290622
0.1,30,0.11,0.39896685,0.205545572
0.11,30,0.11,0.411730558,0.187195747
0.12,30,0.11,0.42388397,0.171613508
0.13,30,0.11,0.435519086,0.1582646
0.14,30,0.11,0.446697639,0.146715494
0.15,30,0.11,0.457464282,0.136632167
0.16,30,0.11,0.467854208,0.127760664
0.17,30,0.11,0.47789705,0.119901414
0.18,30,0.11,0.487618466,0.112891392
0.19,30,0.11,0.497040719,0.106596932
0.2,30,0.11,0.506183133,0.100911075
0.21,30,0.11,0.515062738,0.095749739
0.22,30,0.11,0.523694929,0.091045624
0.23,30,0.11,0.532093914,0.086742288
0.24,30,0.11,0.54027284,0.082790636
0.25,30,0.11,0.548243713,0.079148002
0.001,35,0.11,0.017190963,0.130887836
0.002,35,0.11,0.030407548,0.152610333
0.003,35,0.11,0.041573406,0.172313317
0.004,35,0.11,0.051530007,0.190462051
0.005,35,0.11,0.060702443,0.207392841
0.006,35,0.11,0.069327445,0.223349005
0.007,35,0.11,0.077546273,0.238504441
0.008,35,0.11,0.085447515,0.252980185
0.009,35,0.11,0.093088712,0.266856501
0.01,35,0.11,0.100508107,0.280181908
0.02,35,0.11,0.165438143,0.382654356
0.03,35,0.11,0.214627519,0.419686845
0.04,35,0.11,0.249305959,0.404711902
0.05,35,0.11,0.274106965,0.368197137
0.06,35,0.11,0.293285519,0.328537204
0.07,35,0.11,0.309290598,0.292412067
0.08,35,0.11,0.323387106,0.261356099
0.09,35,0.11,0.336241547,0.235112274
0.1,35,0.11,0.348223339,0.212979298
0.11,35,0.11,0.359547744,0.194258872
0.12,35,0.11,0.370345712,0.17833933
0.13,35,0.11,0.380700114,0.164694531
0.14,35,0.11,0.390665892,0.152888342
0.15,35,0.11,0.400281962,0.142578324
0.16,35,0.11,0.409578327,0.133503546
0.17,35,0.11,0.418579982,0.125461772
0.18,35,0.11,0.427308644,0.118289393
0.19,35,0.11,0.435783328,0.111851005
0.2,35,0.11,0.444020588,0.106035973
0.21,35,0.11,0.452034891,0.100756173
0.22,35,0.11,0.459839142,0.095941831
0.23,35,0.11,0.467445167,0.091536022
0.24,35,0.11,0.474863988,0.087490119
0.25,35,0.11,0.482105838,0.083761435
0.001,40,0.11,0.015074205,0.130148887
0.002,40,0.11,0.026658083,0.151769954
0.003,40,0.11,0.036441792,0.171383304
0.004,40,0.11,0.045164761,0.189451483
0.005,40,0.11,0.053200621,0.206309674
0.006,40,0.11,0.060757532,0.222201127
0.007,40,0.11,0.067959787,0.237300507
0.008,40,0.11,0.074885415,0.251730261
0.009,40,0.11,0.081585177,0.265572425
0.01,40,0.11,0.088092882,0.278877504
0.02,40,0.11,0.145228521,0.382255726
0.03,40,0.11,0.188916757,0.421959264
0.04,40,0.11,0.219986946,0.409391882
0.05,40,0.11,0.242273459,0.374074804
0.06,40,0.11,0.259496763,0.334773585
0.07,40,0.11,0.273852853,0.298594727
0.08,40,0.11,0.286487521,0.267316084
0.09,40,0.11,0.298006771,0.240796511
0.1,40,0.11,0.30874701,0.218379625
0.11,40,0.11,0.318904417,0.199384993
0.12,40,0.11,0.328598334,0.183212872
0.13,40,0.11,0.337904126,0.169344613
0.14,40,0.11,0.346871405,0.157344168
0.15,40,0.11,0.355534813,0.146863652
0.16,40,0.11,0.363920584,0.137636261
0.17,40,0.11,0.372050307,0.129456709
0.18,40,0.11,0.379942738,0.122160768
0.19,40,0.11,0.387614412,0.115612477
0.2,40,0.11,0.395079817,0.109699304
0.21,40,0.11,0.40235159,0.104330288
0.22,40,0.11,0.409440895,0.099433199
0.23,40,0.11,0.416357863,0.09495001
0.24,40,0.11,0.423111914,0.090832129
0.25,40,0.11,0.429711875,0.087037205
0.001,45,0.11,0.013421055,0.129540446
0.002,45,0.11,0.023730713,0.15107662
0.003,45,0.11,0.032436173,0.170614788
0.004,45,0.11,0.040196879,0.188615099
0.005,45,0.11,0.047346111,0.205411692
0.006,45,0.11,0.054069601,0.221247666
0.007,45,0.11,0.060478307,0.236298145
0.008,45,0.11,0.066641942,0.250686614
0.009,45,0.11,0.072605906,0.264496284
0.01,45,0.11,0.078400489,0.277779203
0.02,45,0.11,0.129397614,0.38177489
0.03,45,0.11,0.168666649,0.423486955
0.04,45,0.11,0.196785026,0.412807358
0.05,45,0.11,0.217003958,0.378465473
0.06,45,0.11,0.232622498,0.339477671
0.07,45,0.11,0.245628252,0.303278961
0.08,45,0.11,0.257066993,0.27183991
0.09,45,0.11,0.26749355,0.24511355
0.1,45,0.11,0.277216308,0.222480997
0.11,45,0.11,0.28641523,0.203276221
0.12,45,0.11,0.295199816,0.186908601
0.13,45,0.11,0.30363914,0.172865951
0.14,45,0.11,0.311778472,0.160713508
0.15,45,0.11,0.319649109,0.150099967
0.16,45,0.11,0.327274418,0.140753848
0.17,45,0.11,0.334673406,0.13246691
0.18,45,0.11,0.341862542,0.125074093
0.19,45,0.11,0.348856416,0.118439246
0.2,45,0.11,0.355667896,0.112448882
0.21,45,0.11,0.362308223,0.107010129
0.22,45,0.11,0.368787274,0.102048737
0.23,45,0.11,0.375113924,0.097505367
0.24,45,0.11,0.381296388,0.09333114
0.25,45,0.11,0.387342381,0.089483941
0.001,50,0.11,0.012094384,0.129033068
0.002,50,0.11,0.021382071,0.150497943
0.003,50,0.11,0.029223032,0.169972758
0.004,50,0.11,0.036212339,0.187915699
0.005,50,0.11,0.042650781,0.204660059
0.006,50,0.11,0.048706021,0.220448617
0.007,50,0.11,0.054478265,0.235456896
0.008,50,0.11,0.060030503,0.249809043
0.009,50,0.11,0.065403798,0.263589302
0.01,50,0.11,0.07062558,0.276850799
0.02,50,0.11,0.11666706,0.381288395
0.03,50,0.11,0.152315118,0.424563694
0.04,50,0.11,0.17798061,0.415402198
0.05,50,0.11,0.196474012,0.381867498
0.06,50,0.11,0.210755064,0.343152033
0.07,50,0.11,0.22263751,0.306951102
0.08,50,0.11,0.233082362,0.275391469
0.09,50,0.11,0.242600814,0.248504079
0.1,50,0.11,0.2514773,0.225701856
0.11,50,0.11,0.259877904,0.206330753
0.12,50,0.11,0.267903706,0.189807334
0.13,50,0.11,0.275618433,0.175624829
0.14,50,0.11,0.28306373,0.16335021
0.15,50,0.11,0.290268182,0.152629985
0.16,50,0.11,0.297252891,0.14318897
0.17,50,0.11,0.304034845,0.134816217
0.18,50,0.11,0.310628706,0.127345705
0.19,50,0.11,0.317047505,0.120641164
0.2,50,0.11,0.3233028,0.114588604
0.21,50,0.11,0.329404722,0.109093906
0.22,50,0.11,0.335362145,0.104081207
0.23,50,0.11,0.341182986,0.099489926
0.24,50,0.11,0.346874525,0.095270685
0.25,50,0.11,0.352443599,0.091381461
0.001,55,0.11,0.011006327,0.128603212
0.002,55,0.11,0.019456257,0.150007297
0.003,55,0.11,0.026588751,0.169428095
0.004,55,0.11,0.032945965,0.187322035
0.005,55,0.11,0.038801969,0.204021632
0.006,55,0.11,0.044309563,0.219769406
0.007,55,0.11,0.049560096,0.234741123
0.008,55,0.11,0.054611022,0.249061466
0.009,55,0.11,0.059499816,0.262815382
0.01,55,0.11,0.064251542,0.276056995
0.02,55,0.11,0.1062104,0.380822385
0.03,55,0.11,0.138840796,0.425347508
0.04,55,0.11,0.162439071,0.417432521
0.05,55,0.11,0.179472898,0.384576291
0.06,55,0.11,0.192623724,0.346098468
0.07,55,0.11,0.20355843,0.309905345
0.08,55,0.11,0.213165491,0.278252689
0.09,55,0.11,0.221918572,0.251236879
0.1,55,0.11,0.230081462,0.228298076
0.11,55,0.11,0.237808264,0.208792371
0.12,55,0.11,0.245192797,0.192142155
0.13,55,0.11,0.25229419,0.177845212
0.14,55,0.11,0.259151006,0.165470341
0.15,55,0.11,0.265789576,0.154662684
0.16,55,0.11,0.272229162,0.145144122
0.17,55,0.11,0.278485132,0.136701303
0.18,55,0.11,0.284570688,0.129167193
0.19,55,0.11,0.29049759,0.122405389
0.2,55,0.11,0.296276317,0.116301662
0.21,55,0.11,0.301916088,0.110761047
0.22,55,0.11,0.307424971,0.105706425
0.23,55,0.11,0.312810125,0.101076126
0.24,55,0.11,0.31807809,0.096820183
0.25,55,0.11,0.323234996,0.092896542
0.001,60,0.11,0.010097777,0.128236307
0.002,60,0.11,0.017848467,0.14958818
0.003,60,0.11,0.024389794,0.168962634
0.004,60,0.11,0.030219635,0.186814427
0.005,60,0.11,0.035589701,0.203475459
0.006,60,0.11,0.040640347,0.219187965
